# Mode: whitelist
item_id,name,is_filtered
526,Bones,true
2859,Wolf bones,true
528,Burnt bones,true
3183,Monkey bones,true
530,Bat bones,true
532,Big bones,true
3125,Jogre bones,true
28899,Wyrmling bones,true
4812,Zogre bones,true
3123,Shaikahan bones,true
534,Babydragon bones,true
22780,Wyrm bones,true
6812,Wyvern bones,true
536,Dragon bones,true
22783,Drake bones,true
4830,Fayrg bones,true
11943,Lava dragon bones,true
4832,Raurg bones,true
22786,Hydra bones,true
6729,Dagannoth bones,true
4834,Ourg bones,true
22124,Superior dragon bones,true
25766,Fiendish ashes,true
25769,Vile ashes,true
25772,Malicious ashes,true
25775,Abyssal ashes,true
25778,Infernal ashes,true
