# Mode: whitelist
item_id,name,is_filtered
556,Air rune,true
558,Mind rune,true
555,Water rune,true
557,Earth rune,true
554,Fire rune,true
559,Body rune,true
564,Cosmic rune,true
562,Chaos rune,true
561,Nature rune,true
563,Law rune,true
560,Death rune,true
28929,Sunfire rune,true
9075,Astral rune,true
565,Blood rune,true
566,Soul rune,true
21880,Wrath rune,true
4695,Mist rune,true
4696,Dust rune,true
4698,Mud rune,true
4697,Smoke rune,true
4694,Steam rune,true
4699,Lava rune,true
434,Clay,true
1436,Rune essence,true
436,Copper ore,true
438,Tin ore,true
3211,Limestone,true
440,Iron ore,true
442,Silver ore,true
21622,Volcanic ash,true
7936,Pure essence,true
453,Coal,true
444,Gold ore,true
447,Mithril ore,true
449,Adamantite ore,true
1761,Soft clay,true
27616,Ancient essence,true
451,Runite ore,true
21347,Amethyst,true
2349,Bronze bar,true
2351,Iron bar,true
2355,Silver bar,true
2353,Steel bar,true
2357,Gold bar,true
2359,Mithril bar,true
2361,Adamantite bar,true
2363,Runite bar,true
1623,Uncut sapphire,true
1621,Uncut emerald,true
1619,Uncut ruby,true
1617,Uncut diamond,true
1625,Uncut opal,true
1627,Uncut jade,true
1629,Uncut red topaz,true
1631,Uncut dragonstone,true
6571,Uncut onyx,true
19496,Uncut zenyte,true
1607,Sapphire,true
1605,Emerald,true
1603,Ruby,true
1601,Diamond,true
1607,Sapphire,true
1605,Emerald,true
1603,Ruby,true
1601,Diamond,true
